date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:13:28	938/938	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2008:10:23	https://img.icons8.com/color/96/000000/sales-performance.png	D:/website/clonewebsute/img.icons8.com/color/96/000000/sales-performance.png	(from https://steve-tribute.netlify.app/)
21:13:28	692/692	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Dec%202023%2007:16:40	https://img.icons8.com/color/96/000000/iphone.png	D:/website/clonewebsute/img.icons8.com/color/96/000000/iphone.png	(from https://steve-tribute.netlify.app/)
21:13:28	2774/2774	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Nov%202023%2013:16:26	https://img.icons8.com/external-victoruler-flat-gradient-victoruler/96/000000/external-time-food-and-delivery-victoruler-flat-gradient-victoruler.png	D:/website/clonewebsute/img.icons8.com/external-victoruler-flat-gradient-victoruler/96/000000/external-time-food-and-delivery-victoruler-flat-gradient-victoruler.png	(from https://steve-tribute.netlify.app/)
21:13:29	2088/2088	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2005:17:34	https://img.icons8.com/cotton/96/000000/company.png	D:/website/clonewebsute/img.icons8.com/cotton/96/000000/company.png	(from https://steve-tribute.netlify.app/)
21:13:29	764/764	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2015:49:02	https://img.icons8.com/nolan/64/iphone-x.png	D:/website/clonewebsute/img.icons8.com/nolan/64/iphone-x.png	(from https://steve-tribute.netlify.app/)
21:13:30	220621/220621	---M--	200	added ('OK')	image/jpeg	etag:%220b9d3c7a7a339ed56fdac09e4585ab8506d66c59%22	https://cdn.vox-cdn.com/thumbor/w9t5YbaSQs7-a4DaVb5q9ewggrI=/1400x1400/filters:format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22863273/vpavic_210916_4760_0240.jpg	D:/website/clonewebsute/cdn.vox-cdn.com/thumbor/w9t5YbaSQs7-a4DaVb5q9ewggrI=/1400x1400/filters_format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22863273/vpavic_210916_4760_0240.jpg	(from https://steve-tribute.netlify.app/)
21:13:30	37618/37618	---M--	200	added ('OK')	image/png	etag:206b170574e1e7a3695b2b9d5b038527	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/IPhone_Logo_2016.svg/2560px-IPhone_Logo_2016.svg.png	D:/website/clonewebsute/upload.wikimedia.org/wikipedia/commons/thumb/c/ca/IPhone_Logo_2016.svg/2560px-IPhone_Logo_2016.svg.png	(from https://steve-tribute.netlify.app/)
21:13:31	238465/238465	---M--	200	added ('OK')	image/jpeg	etag:%221118500a06b205b084926d4c4a63fb37d8f381be%22	https://cdn.vox-cdn.com/thumbor/nGSbzp2lNuy-uxUFnpWuH-tVNpo=/1400x1400/filters:format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22046467/vpavic_4291_20201113_0429.0.jpg	D:/website/clonewebsute/cdn.vox-cdn.com/thumbor/nGSbzp2lNuy-uxUFnpWuH-tVNpo=/1400x1400/filters_format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22046467/vpavic_4291_20201113_0429.0.jpg	(from https://steve-tribute.netlify.app/)
21:13:32	142115/142115	---M--	200	added ('OK')	image/jpeg	etag:%22389ae062fe52b18de55ef18e224caf63%22	https://media.karousell.com/media/photos/products/2019/01/21/ipad_2017_space_grey_cellular__wifi_32gb_1548072828_7a6391ff_progressive.jpg	D:/website/clonewebsute/media.karousell.com/media/photos/products/2019/01/21/ipad_2017_space_grey_cellular__wifi_32gb_1548072828_7a6391ff_progressive.jpg	(from https://steve-tribute.netlify.app/)
21:13:32	20432/20432	---M--	200	added ('OK')	image/png	etag:5a303e2e62979584ea399226b81bd139	https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/IPad_Logo_(2017).svg/1200px-IPad_Logo_(2017).svg.png	D:/website/clonewebsute/upload.wikimedia.org/wikipedia/commons/thumb/0/00/IPad_Logo_(2017).svg/1200px-IPad_Logo_(2017).svg.png	(from https://steve-tribute.netlify.app/)
21:13:33	18253/18253	---M--	200	added ('OK')	image/png	etag:102d8a974758b67c327e96cd64d5889c	https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Apple_AirPods_Wordmark.svg/1280px-Apple_AirPods_Wordmark.svg.png	D:/website/clonewebsute/upload.wikimedia.org/wikipedia/commons/thumb/2/23/Apple_AirPods_Wordmark.svg/1280px-Apple_AirPods_Wordmark.svg.png	(from https://steve-tribute.netlify.app/)
21:13:34	51717/51717	---M--	200	added ('OK')	image/png	etag:bd27cf6acc9b54c6cbc08819fcb0a184	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Apple_Watch_official_logo.svg/2560px-Apple_Watch_official_logo.svg.png	D:/website/clonewebsute/upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Apple_Watch_official_logo.svg/2560px-Apple_Watch_official_logo.svg.png	(from https://steve-tribute.netlify.app/)
21:13:34	770635/770635	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2017%20Oct%202021%2005:38:02%20GMT	https://ict-imgs.vgcloud.vn/2021/10/18/00/nhung-mau-smartwatch-dang-chu-y-ra-mat-thang-10-3.jpg	D:/website/clonewebsute/ict-imgs.vgcloud.vn/2021/10/18/00/nhung-mau-smartwatch-dang-chu-y-ra-mat-thang-10-3.jpg	(from https://steve-tribute.netlify.app/)
21:13:35	18285/18285	---M--	200	added ('OK')	image/png	etag:a58645740b075adecdac82e28dfbfe85	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/IMacLogo.svg/1200px-IMacLogo.svg.png	D:/website/clonewebsute/upload.wikimedia.org/wikipedia/commons/thumb/a/af/IMacLogo.svg/1200px-IMacLogo.svg.png	(from https://steve-tribute.netlify.app/)
21:13:36	294591/294591	---M--	200	added ('OK')	image/jpeg	etag:%22812bfa62a706d74333e3f5616530d05cb3b440fa%22	https://cdn.vox-cdn.com/thumbor/NjDMPDTX6Dove2oG8QNiNQQuFW0=/1400x1400/filters:format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22025411/dseifert_201107_4281_0009.0.jpg	D:/website/clonewebsute/cdn.vox-cdn.com/thumbor/NjDMPDTX6Dove2oG8QNiNQQuFW0=/1400x1400/filters_format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22025411/dseifert_201107_4281_0009.0.jpg	(from https://steve-tribute.netlify.app/)
21:13:36	882918/882918	---M--	200	added ('OK')	image/jpeg	etag:%224adb0dc9261906bc6779eb47a32f8993%22	https://cdn0.vox-cdn.com/hermano/verge/product/image/9585/bfarsace_20210513_4583_0001sq.jpeg	D:/website/clonewebsute/cdn0.vox-cdn.com/hermano/verge/product/image/9585/bfarsace_20210513_4583_0001sq.jpg	(from https://steve-tribute.netlify.app/)
21:13:37	33789/33789	---M--	200	added ('OK')	image/png	etag:290245fe0e8fded07efd47bc2d3f8757	https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Apple_TV_Plus_Logo.svg/2560px-Apple_TV_Plus_Logo.svg.png	D:/website/clonewebsute/upload.wikimedia.org/wikipedia/commons/thumb/2/28/Apple_TV_Plus_Logo.svg/2560px-Apple_TV_Plus_Logo.svg.png	(from https://steve-tribute.netlify.app/)
21:13:37	138003/138003	---M--	200	added ('OK')	image/jpeg	etag:%2272719b922cb2cbcc855d2c41c9ba33adb10d2046%22	https://cdn.vox-cdn.com/thumbor/f8rpxZCI33KJa-kTsA3JjjwDWSg=/1400x1400/filters:format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22461476/vpavic_4547_20210421_0131.jpg	D:/website/clonewebsute/cdn.vox-cdn.com/thumbor/f8rpxZCI33KJa-kTsA3JjjwDWSg=/1400x1400/filters_format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/22461476/vpavic_4547_20210421_0131.jpg	(from https://steve-tribute.netlify.app/)
21:13:37	2008/2008	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2011:06:28	https://img.icons8.com/fluency/60/000000/financial-dynamic-presentation.png	D:/website/clonewebsute/img.icons8.com/fluency/60/000000/financial-dynamic-presentation.png	(from https://steve-tribute.netlify.app/)
21:13:38	943020/943020	---M--	200	added ('OK')	image/jpeg	etag:%228ca4cdd64357ecddbf1f4c9109800ac3%22	https://cdn0.vox-cdn.com/hermano/verge/product/image/8581/akrales_170919_1976_0018_squ.jpg	D:/website/clonewebsute/cdn0.vox-cdn.com/hermano/verge/product/image/8581/akrales_170919_1976_0018_squ.jpg	(from https://steve-tribute.netlify.app/)
21:13:38	1455/1455	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2011:10:53	https://img.icons8.com/fluency/35/000000/faq.png	D:/website/clonewebsute/img.icons8.com/fluency/35/000000/faq.png	(from https://steve-tribute.netlify.app/)
21:13:39	310/310	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2014%20Dec%202023%2013:13:38%20GMT	https://vadevalor-site-asset.s3.amazonaws.com/themes/investment/images/steve.jpg	D:/website/clonewebsute/vadevalor-site-asset.s3.amazonaws.com/themes/investment/images/steve.25.delayed	(from https://steve-tribute.netlify.app/)
21:13:40	178800/178800	---M--	200	added ('OK')	font/ttf	etag:%224c777ce31e202c586627a9f0ab2137f5-ssl%22	https://steve-tribute.netlify.app/SFUIDisplay-Light.ttf	D:/website/clonewebsute/steve-tribute.netlify.app/SFUIDisplay-Light.ttf	(from https://steve-tribute.netlify.app/steve.css)
21:13:41	141192/141192	---MCZ	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	etag:%2203b20f0677a9294ee663f40f968a09fa-ssl-df%22	https://steve-tribute.netlify.app/SFUIDisplay-Semibold.otf	D:/website/clonewebsute/steve-tribute.netlify.app/SFUIDisplay-Semibold.otf	(from https://steve-tribute.netlify.app/steve.css)
21:13:43	1236087/1236087	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Sep%202016%2021:41:02%20GMT	https://mindfulnesscoachingschool.com/wp-content/uploads/2015/06/steve-jobs.jpg	D:/website/clonewebsute/mindfulnesscoachingschool.com/wp-content/uploads/2015/06/steve-jobs.jpg	(from https://steve-tribute.netlify.app/steve.css)
21:13:45	25569/25569	---M--	200	added ('OK')	image/jpeg	etag:%22466f73ade6aa8fa59b1d5e6a33e0c1b133371851%22	https://s2.glbimg.com/c0njEvOt3wIUeVxQyNkaGf8En2k=/512x320/smart/e.glbimg.com/og/ed/f/original/2015/02/24/steve-jobs.jpg	D:/website/clonewebsute/s2.glbimg.com/c0njEvOt3wIUeVxQyNkaGf8En2k=/512x320/smart/e.glbimg.com/og/ed/f/original/2015/02/24/steve-jobs.jpg	(from https://steve-tribute.netlify.app/steve.css)
